,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37
MTHFDm,0.0014409999999998035,0.0,0.001556000000050517,0.0,0.0021269999999731226,0.0015750000000025466,0.0009290000000419241,0.001844000000005508,0.0004579999999805296,0.0019730000000208747,0.0,-5.7999999967250915e-05,3.2548484796279813e-06,0.003332000000000335,0.0015879999999697247,0.0027370000000246364,0.0066349999999602005,0.016780000000039763,0.0,0.0021930000000338623,-0.003794148731344649,0.004970999999954985,-0.0020595700000285433,0.0013370000000350044,0.0051710000000184655,0.0019419999999854554,0.000661000000036438,0.004880999999954838,-0.0005840000000034706,0.002082999999970525,-0.0021990000000187138,0.002773000000047432,0.0,0.0,0.0025180000000091236,0.0010099999999511056,-0.003287999999997737,-0.0015819999999848733
MTHFR3,0.000377,0.00042,0.001066,0.00031800000000000003,0.000842,0.000357,0.000605,0.001103,0.000272,0.000848,0.000541,0.000488,0.000291,0.00027,0.000496,0.000487,0.000512,0.000422,0.00109,0.0008880000000000002,0.000493,0.000333,0.000661,0.000677,0.000431,0.000456,0.000368,0.001014,0.000544,0.00041500000000000017,0.000734,0.000952,0.000704,0.000668,0.0005099999999999999,0.0008119999999999999,0.000605,0.0004480000000000001
MTRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N3Tg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N4Tg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACASPAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACASPtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACDe,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
NACHEX23ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACHEX24ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACHEX25ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACHEX26ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACHEX27ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACHEXA20ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACHEXA21ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACHEXA22ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACHORCTL3le,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
NADH2_u10m,0.07409991815941969,0.06492704653333876,0.05728770511104246,0.05938394063494312,0.062101982307708525,0.0619416353333332,0.04613758500006874,0.05941006242425504,0.0763784531983344,0.06783445800002122,0.045686228823558966,0.05645104571191077,0.07303451893940358,0.0688925593332542,0.06902941055551666,0.07690010500002094,0.05248610223406047,0.0680281572677823,0.0693792268750079,0.06733709000002518,0.08030095542289484,0.07973301627452757,0.07825004333334988,0.07212151956140184,0.08045991476173693,0.08188813295006694,0.07005788441595896,0.0814404340780374,0.07410312200001784,0.07756773533335051,0.0706995903191682,0.0839573316365346,0.07521977486656131,0.0773255355914184,0.08150964857140494,0.07800000289484472,0.07024175884200558,0.0882143127263097
NADN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADPHtru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
NADPHtxu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADPtru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
NADPtxu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAGA2ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAGAly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAGLCAly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAHCO3_HCLt,0.000937000000021726,0.0008309999999482898,0.0015319999999974243,0.0007659999999987122,0.0004979999999932262,0.0006879999999682695,0.0006660000000238142,0.0005469999999831998,0.0004559999999855791,0.0007470000000466825,0.0008689999999660357,0.0003769999999576612,0.0003480000000308792,0.00024299999995491817,0.00031999999998788553,0.0002150000000256113,0.0002709999999979118,0.0006399999999757711,0.00045999999997547997,0.00039100000003600144,0.00020500000005085892,0.00051399999995283,0.0006349999999883947,0.002084999999965476,0.0010140000000546934,0.0006829999999808932,0.0019579999999450592,0.0005660000000489163,0.0003629999999930078,0.0008699999999635112,0.0007650000000012369,0.001213000000007014,0.0019270000000233265,0.001150000000052387,0.000831999999945765,0.0005700000000388172,0.00046699999995780667,0.0007719999999835637
NAIt,3.400000002784509e-05,2.6000000048043148e-05,5.9999999962201414e-05,2.700000004551839e-05,4.899999998997373e-05,3.2000000032894604e-05,2.0999999946980097e-05,9.89999999774227e-05,2.4000000053092663e-05,5.1999999982399465e-05,0.00020300000005590846,4.899999998997373e-05,1.099999997222767e-05,3.0000000037944122e-05,4.6999999995023245e-05,5.599999997230043e-05,3.100000003541936e-05,1.899999995202961e-05,4.4000000002597524e-05,4.3000000005122274e-05,4.2000000007647025e-05,3.0000000037944122e-05,7.100000004811591e-05,7.100000004811591e-05,2.5000000050567905e-05,3.8000000017746054e-05,3.0000000037944122e-05,8.200000002034358e-05,4.4000000002597524e-05,3.600000002279557e-05,5.1999999982399465e-05,4.79999999924985e-05,7.000000005064066e-05,9.099999999762076e-05,0.00011700000004566391,3.500000002532033e-05,2.8000000042993634e-05,5.699999996977567e-05
NAt,0.0003289999999651627,0.00013699999999516874,0.00026700000000801083,0.00020500000005085892,0.00022500000000036382,3.2000000032894604e-05,0.00011500000005071342,0.00017500000001291482,0.00021300000003066089,0.0004890000000159488,0.00020300000005590846,0.00018199999999524152,0.00018199999999524152,8.400000001529405e-05,0.0001859999999851425,0.00010899999995217512,0.0001770000000078653,0.0004760000000487707,0.000339000000053602,0.00014499999997497068,0.0003490000000283544,0.0006580000000440122,0.0002980000000434302,0.0003490000000283544,0.0002560000000357832,0.00035800000000563165,0.0005039999999780775,0.00047199999994518294,4.4000000002597524e-05,8.600000001024456e-05,0.00017100000002301385,0.0006829999999808932,0.00018099999999776628,0.0003000000000383807,0.0004529999999931533,0.00012100000003556487,0.00034700000003340387,0.0002040000000533837
NAt3_1,0.0011779999999816935,0.0008559999999988577,0.001794000000018059,0.0019210000000384755,0.0014529999999695065,0.0007150000000137879,0.0015049999999519061,0.0014959999999746287,0.0012440000000424336,0.0016759999999749198,0.0013870000000224536,0.0016040000000430155,0.0007060000000365108,0.0012450000000399086,0.0014210000000502991,0.0009219999999459103,0.001025000000026921,0.0008350000000518777,0.0016859999999496722,0.0012400000000525324,0.0006819999999834183,0.001266999999984364,0.0008699999999635112,0.0013840000000300279,0.0006919999999581705,0.0006540000000541112,0.0010819999999966967,0.0009469999999964783,0.0012140000000044893,0.0007249999999885404,0.0010320000000092477,0.0010849999999891224,0.001113000000032116,0.001049999999963802,0.0012070000000221626,0.000523000000043794,0.00048700000002099836,0.0007100000000264117
NAt5,0.0011779999999816935,0.0008559999999988577,0.001794000000018059,0.0019210000000384755,0.0014529999999695065,0.0007150000000137879,0.0015049999999519061,0.0014959999999746287,0.0012440000000424336,0.0016759999999749198,0.0013870000000224536,0.0016040000000430155,0.0007060000000365108,0.0012450000000399086,0.0014210000000502991,0.0009219999999459103,0.001025000000026921,0.0008350000000518777,0.0016859999999496722,0.0012400000000525324,0.0006819999999834183,0.001266999999984364,0.0008699999999635112,0.0013840000000300279,0.0006919999999581705,0.0006540000000541112,0.0010819999999966967,0.0009469999999964783,0.0012140000000044893,0.0007249999999885404,0.0010320000000092477,0.0010849999999891224,0.001113000000032116,0.001049999999963802,0.0012070000000221626,0.000523000000043794,0.00048700000002099836,0.0007100000000264117
NAtx,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,
NBAHH_ir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCAMUP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCCt,,,,,,3e-06,,,,,,,,,,,,,,,,6e-06,1.8e-05,,,,,1.3e-05,,,,1e-05,,,1.3e-05,,,
NCKt,0.001959000000056221,0.0016160000000127186,0.002617999999984022,0.006650000000036016,0.0018099999999776628,0.0004300000000512227,0.0029419999999618085,0.0017490000000179866,0.0013999999999896318,0.003404000000045927,0.0018129999999700888,0.0004249999999501597,0.0006419999999707214,0.003249999999979991,0.002169999999978245,0.0008980000000065047,0.002020000000015898,0.0005019999999831272,0.003739999999993415,0.0029670000000123764,0.0014810000000125,0.004254999999943721,0.0036382535416805695,0.006123000000002321,0.0037790000000086366,0.0025190000000066,0.004744999999957146,0.0037820000000010623,0.0030086460266147697,0.003456000000028325,0.004947000000015578,0.002788000000009561,0.0036039999999957217,0.011170999999990272,0.01267900000004829,0.0020799999999781,0.0019019999999727586,0.003585000000043692
NCNt,-0.0015399999999772265,-0.0001760000000103901,-0.0023230000000467052,-0.006480000000010477,-0.0013719999999466381,-0.00040799999999308056,-0.002211999999985893,-0.0004069999999956053,-0.0012080000000196376,-0.0025190000000066,-0.0017510000000129367,-0.00012000000003808965,-0.0005700000000388172,-0.002761999999961517,-0.0015419999999721767,-0.0007620000000088112,-0.0016990000000305374,-0.00023099999998521523,-0.0035139999999955762,-0.0007900000000518048,-0.0008599999999887586,-0.0022740000000567306,-0.0017552535416598405,-0.002288000000021384,-0.0031259999999520005,-0.00209400000005644,-0.004278999999996813,-0.002969000000007327,-0.0018296460266356007,-0.0024849999999787533,-0.002331000000026507,-0.002271999999948093,-0.0012819999999464926,-0.007062000000018998,-0.010492999999996757,-0.0017179999999825668,-0.0013619999999718855,-0.0021020000000362415
NDP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDP7er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDP7ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDP7g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDP8,0.00013091000000000144,0.00013091000000000144,0.0,0.00013091000000000057,0.00013091000000000144,0.00013090999999999884,0.00013091000000000318,0.00013091000000000228,0.0,0.00013091000000000578,0.00013091000000000228,0.0,0.00013091000000000144,0.00013091000000000144,0.00013091000000000144,0.00013090999999999795,0.0001309099999999945,0.00013091000000000057,0.00013091000000000228,0.0001309099999999867,0.0,0.0,0.0,0.0,0.0,0.0,0.00013090999999999884,0.00013090999999999561,0.00013090999999999624,0.0,0.000130910000000001,0.0001309099999999893,0.0001309099999999983,0.0001309099999999984,0.0001309099999999997,0.0,0.00013091000000000166,0.00013091000000000036
NDP8ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK1,0.011513719999960436,0.027973,0.014353,0.015882280000005744,0.018443280000006057,0.01239740000000006,0.022642279999977363,0.01956286833328725,0.009717,0.0,0.0211092800000062,0.014744,0.006942280000005128,0.012073821666644068,0.0009260099999737412,0.01913628000000541,0.019056031117040455,0.020593280000005668,0.007509360000005717,0.021518,0.004393,0.008736,0.009303,0.011653,0.008699,0.008722,0.009171,0.004071649713470136,0.0158,0.00988,0.013032,0.010245,0.011582,0.011960767311828656,0.008614279999991523,0.007164,0.014683000000000003,0.014049
NDPK1m,0.0,0.0,0.005910279999977102,0.0,0.0,0.0,0.0,0.0,0.006224,0.0216992800000056,0.0,0.008598280000005927,0.01291,0.0,0.0,0.0,0.0,0.0,0.0,0.002486280000005461,0.007582999999999999,0.016059999999999998,0.0077329999999999986,0.00672,0.007581,0.013486883530809379,0.01037,0.010266,0.0,0.006072,0.009991,0.005627,0.005122,0.009317,0.009434,0.009393,0.002284280000005809,0.010782
NDPK2,0.0060448099999999795,0.027973,0.014353,0.021666,0.01907,0.021063,0.037722000000000006,0.03069,0.009717,0.013755000000000002,0.022747,0.014744,0.0,0.030623,0.023263,0.018160710000000014,0.041952,0.025699,0.0,0.021518,0.004393,0.008736,0.009303,0.011653,0.008699,0.008722,0.009171,0.010923,0.0158,0.00988,0.013032,0.010245,0.011582,0.012247,0.013872,0.007164,0.014683000000000003,0.014049
NDPK3,0.0,0.01958754999999998,0.014353,0.018218550000000003,0.016361550000000002,0.021063,0.02009355000000001,0.005692199999976761,0.009717,0.013755000000000002,0.022747,0.014744,0.01996,0.013727549999999995,0.0,0.01554855,0.007457056081569388,0.025699,0.018579,0.01380855000000002,0.004393,0.008736,0.009303,0.011653,0.008699,0.008722,0.009171,0.010923,0.01502055,0.00988,0.013032,0.006127468333339888,0.011582,0.011896755053772088,0.013872,0.007164,0.014683000000000003,0.00776155945088769
NDPK3m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK4,0.00013091000000000144,0.00013091000000000144,0.0001309099999999997,0.00013091000000000144,0.00013091000000000144,0.00013091000000000144,0.00013090999999999795,0.00013091000000000144,0.0001309099999999997,0.0001309099999999997,0.00013091000000000144,0.0001309099999999997,0.00013091000000000144,0.00013091000000000144,0.00013091000000000144,0.00013090999999999795,0.00013090999999999795,0.00013091000000000144,0.00013091000000000144,0.00013091000000000144,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.00013091000000000144,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997,0.0001309099999999997
NDPK4m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK5,0.022672,0.01695398,0.014353,0.01558498,0.01372798,0.021063,0.01745998,0.01434598,0.009717,0.009443043333337021,0.02185198,0.014744,0.01996,0.006414281666644085,0.019409980000000004,0.01291498,0.021104979999999995,0.007577782443079555,0.018579,0.01117498,0.004393,0.008736,0.009303,0.011653,0.008699,0.008722,0.009171,0.010923,0.01238698,0.00988,0.013032,0.010245,0.011582,0.01175998,0.007809719523806355,0.007164,0.014683000000000003,0.014049
NDPK5m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK6m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK7,0.022672,0.00030522333335487184,0.014353,0.01558042,0.01372342,0.021063,0.009335659166185116,0.004269309999999992,0.009717,0.013755000000000002,0.02184742,0.014744,0.0014342033333367911,0.01108942,0.009582660000000014,0.01291042,0.016131810000000038,0.0049689075569143105,0.018579,0.01117042,0.004393,0.008736,0.009303,0.011653,0.008699,0.008722,0.009171,0.010923,0.0061388600000112535,0.00988,0.013032,0.010245,0.011582,0.01175542,0.003806609523800673,0.007164,0.014683000000000003,0.0011792596339552947
NDPK7m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK8,0.022672,0.0,0.014353,0.021666,0.01907,0.021063,0.037722000000000006,0.03069,0.009717,0.013755000000000002,0.022747,0.014744,0.01996,0.030623,0.023263,0.010596830000005436,0.041952,0.0,0.018579,0.021518,0.004393,0.008736,0.009303,0.011653,0.008699,0.008722,0.009171,0.010923,0.0158,0.00988,0.013032,0.010245,0.011582,0.012247,0.0,0.007164,0.014683000000000003,0.0
NDPK8m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK9,0.007036000000000001,0.027973,0.014353,0.008865420000003822,0.01907,0.021063,0.016818,0.010896,0.009717,0.008656,0.022747,0.014744,0.01996,0.0068219999999999965,0.023263,0.0047439999999999965,0.008081999999999999,0.025699,0.018579,0.021518,0.006125,0.008736,0.010468,0.011653,0.009265,0.008722,0.009171,0.010923,0.011516,0.00988,0.013032,0.010245,0.011582,0.012247,0.010438,0.007164,0.014683000000000003,0.012864
NH4t3r,1.1999999969702912e-05,,,1.5999999959603883e-05,2.300000005561742e-05,5.999999984851456e-06,1.099999997222767e-05,3.700000002027082e-05,3.300000003036985e-05,3.300000003036985e-05,,,,9.999999974752427e-06,1.899999995202961e-05,1.3999999964653393e-05,,,1.499999996212864e-05,1.5999999959603883e-05,3.0000000037944122e-05,3.8000000017746054e-05,4.5999999997547996e-05,2.5000000050567905e-05,1.2999999967178155e-05,2.0999999946980097e-05,,4.79999999924985e-05,4.6999999995023245e-05,3.2000000032894604e-05,3.100000003541936e-05,8.999999977277184e-06,3.8000000017746054e-05,4.6999999995023245e-05,1.499999996212864e-05,3.500000002532033e-05,1.799999995455437e-05,1.799999995455437e-05
NH4tn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH4tp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NICRNS,0.0015139999999999995,0.0,0.0022784099999771344,0.002278410000005756,0.0011939999999999993,0.002278410000005559,0.0017870000000000004,0.0022784099999769323,0.0022784100000059976,0.0022784100000055913,0.0016249999999999995,0.002278410000005993,0.0005799999999999997,0.002278409999977317,0.0020739999999999995,0.001329,0.0016649999999999998,0.001851,0.0022784100000057448,0.0013220000000000007,0.002278410000005941,0.002037,0.0022784100000056155,0.0022784100000056953,0.001256,0.0010179999999999998,0.002278410000005707,0.0012259999999999994,0.002177,0.0022784100000056893,0.0022784100000055357,0.001768,0.00177,0.001625,0.001351,0.000916,0.0011769999999999999,0.0009231399999547293
NICRNTtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
